,summary,X,label
19,"1/27/1970: Unknown perpetrators broke into the Selective Service Offices located at the Citizens Bank Building in Norwalk, Ohio, United States.  The perpetrators took out the draft records and set them on fire.  The attack caused an estimated $8,800 in damages.",0.0,1
20,"1/28/1970: Unknown perpetrators detonated an explosive device at Temple De Hirsch in Seattle, Washington, United States.  There were no casualties but the building sustained $1,000 in damages.  During this time period, there were numerous bombings in the Seattle area.",1.0,0
21,"1/30/1970: In a series of two incidents that were possibly related, unknown perpetrators detonated an explosive device at a building in South Sioux City, Nebraska, United States.  There were no casualties but the blast damaged the foundation of the building.  This attack was one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",0.0,0
22,"1/30/1970: In a series of two incidents that were possibly related, unknown perpetrators detonated an explosive device at the A & B Boat Shop in South Sioux City, Nebraska, United States.  There were no casualties but the blast caused $2,500 in damages.  This attack was one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",0.0,0
23,"1/20/1970: Unknown perpetrators firebombed the premises of the Army R.O.T.C. at the University of Miami in Coral Gables, Florida, United States.  There were no casualties but an Army personal carrier was damaged.  Two firebombs did not explode.",0.0,0
24,"1/31/1970: Unknown perpetrators bombed the Police Band Building in Denver, Colorado, United States.  There were no casualties but a restroom was damaged.",0.0,0
25,"2/1/1970: An unknown perpetrator broke into the Northeast Oregon building in Portland, Oregon, United States, which housed a Selective Service office and set fire to draft records.  About two hundred and fifty files were destroyed causing $4,189 in damage.",0.0,1
26,"2/1/1970: Unknown perpetrators fired shots at an Illinois State Police Car that was patrolling the all-Black Pyramid Courts housing development in Cairo, Illinois, United States.  Three bullets struck the police car of Officers Harold Nelson and John Abercrombie.  Neither officer was injured but the windshield of vehicle car was shattered.",0.0,1
27,"2/2/1970: An incendiary device was discovered at Mays department store in Manhattan, New York, United States.  The device was dismantled before it inflicted any damage.  The next day, two incendiary devices were discovered at other department stores in New York City.",0.0,0
28,"2/3/1970: In a series of related attacks, an incendiary device was discovered and dismantled at Alexander's Department Store in the Bronx, New York, United States.",0.0,0
29,"2/3/1970: In a series of related attacks, an incendiary device was ignited at Alexander's Department Store in Manhattan, New York, United States.  The device was immediately doused with water and did not cause any damage.",0.0,0
30,"2/4/1970: In an attack suspected of being connected with the Iowa Beef Packer's Strike, a dynamite bomb exploded near a parked car in Akron, Ohio, United States.  There were no casualties and the car sustained only minor damages.",0.0,0
31,"2/6/1970: Unknown anti-desegregationists detonated at least twelve dynamite bombs damaging thirty-nine vehicles, most of them school buses, in Denver, Colorado, United States.  There were no casualties.",1.0,1
32,"2/6/1970: Suspected White Racists detonated a bomb at the house of State Senator Fred Dore in Seattle, Washington, United States.  There were no casualties, but the house sustained major damages.  Dore was a White sympathizer of African American causes.",1.0,1
33,"2/6/1970: Unknown perpetrators detonated a bomb at a synagogue in Seattle, Washington, United States.  There were no casualties but the building as well as surrounding residences sustained minor damage.   During this time period, there were numerous bombings in the Seattle area.",1.0,0
34,"2/6/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for igniting firebombs at a Selective Service office in Dorado, Puerto Rico.  There were no casualties and it is unknown if the firebombs caused any damage.",0.0,1
35,"2/6/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for igniting firebombs at a General Electric facility in Rio Piedras, Puerto Rico.  There were no casualties and it is unknown if the firebombs caused any damage.",0.0,0
36,"2/6/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for igniting firebombs at Hotel San Juan in Carolina, Puerto Rico.  There were no casualties and it is unknown if the firebombs caused any damage.",0.0,1
37,"2/6/1970: Unknown perpetrators firebombed an R.O.T.C. office at Boston University in Boston, Massachusetts, United States.  There were no casualties but the resulting fire damaged the office.",0.0,1
38,"2/7/1970: Unknown perpetrators set a fire in Old Mail Hall at Wisconsin State College in Whitewater, Wisconsin, United States.  There were no casualties but the building sustained an estimated $1,000,000 in damages.",0.0,0
39,"2/8/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for bombing the General Electric Service Center in Queens, New York, United States.  There were no casualties but the building sustains minor damages.",0.0,1
40,"2/8/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for bombing the General Electric Service Center in Brooklyn, New York, United States.  There are no casualties but the building sustains minor damages.",0.0,1
41,"2/9/1970: In a series of related events, a member of the Armed Revolutionary Independence Movement (MIRA) was suspected of placing a bomb at the General Electric Headquarters in Manhattan, New York, United States.   The bomb was discovered and subsequently removed.",0.0,1
42,"2/9/1970: Unknown perpetrators in Batavia, Ohio, United States, bombed two cars belonging to Leslie Jewel, an employee of General Electric that was not part of the union.  The automobiles were damaged, but there were no casualties.  There had been a recent labor strike at the nearby General Electric Evendale plant.",0.0,1
43,"2/11/1970: Unknown perpetrators threw a firebomb into a building at Washtenaw Community College in Ypsilanti, Michigan, United States.  There were no casualties, but the buildings sustained an estimated $2,500 in damages.",0.0,0
44,"2/13/1970: Unknown perpetrators detonated two dynamite bombs in the parking lot of the Berkeley Police Station in California, United States, during a shift change.  Seven police officers were injured, three cars were destroyed, and windows were shattered at nearby buildings.",0.0,0
45,"7/15/1970: Unknown perpetrators bombed the Chase Manhattan Bank in Manhattan, New York, United States.  There were no casualties, however, the glass doors of the building and windows were shattered.",0.0,0
46,"2/15/1970: Unknown perpetrators set fire to a building housing an R.O.T.C. storage area at the University of Oregon in Eugene, Oregon, United States.  One fireman was injured fighting the blaze and the men's physical education building sustained an estimated $350,000 in damages.  The incident took place a week after the university voted to retain the R.O.T.C. program.",0.0,1
47,"2/16/1970: Four hours after a San Francisco Police Station was bombed in California, United States, a sniper took aim at three police officers.  However, police fired at the sniper before he could get a shot off.  The sniper and a companion fled the scene before being apprehended.",0.0,1
48,"2/17/1970: A day after bombings in San Francisco and Berkeley, twenty-four sticks of dynamite were discovered at Walter Boysen Paint Company in Oakland, California, United States.  The bombs never detonated.",0.0,1
49,"2/17/1970: Unknown perpetrators bombed a power pole in Buckeystown, Maryland, United States.  There were no casualties, however, as a result of the bombing, five-hundred homes and two industrial facilities lost power.  Windows were also shattered in buildings a quarter of a mile a way.",0.0,0
50,"2/17/1970: Unknown perpetrators detonated a bomb at Covington High School in Louisiana, United States.  There were no casualties but the building sustained minor damages.  The bombing took place six months before the school was integrated.",0.0,1
51,"2/17/1970: Unknown perpetrators placed a gasoline bomb underneath the Armory at the University of Washington in Seattle, United States.  The bomb did not explode and was later discovered and removed.",0.0,0
52,"2/18/1970: Amidst a period racial strife at Cuyahoga Community College in Cleveland, Ohio, United States, unknown perpetrators detonated a bomb that damaged a car of a police officer working as a security guard.",0.0,1
53,"2/18/1970: Booby trapped handgrenades were discovered wired to a car in the parking lot of the Vallejo Police Department in California, United States.  The device was deactivated.",0.0,0
54,"2/20/1970: Unknown perpetrators threw a Molotov cocktail at a Federal Building that housed a United States Courthouse in Hartford, Connecticut, United States.  There were no casualties but the building sustained an estimated $450 in damages.",0.0,0
55,"2/20/1970: Unknown perpetrators ignited a firebomb at the Columbia University International Law Library in Manhattan, New York, United States.  There were no casualties but the building sustained slight damages.",0.0,0
56,"2/20/1970: Unknown perpetrators placed two dynamite bombs at the construction site of the School of Architecture at the University of Washington in Seattle, Washington, United States.  Only one of the two bombs exploded causing little damage.  There were no casualties.",0.0,0
57,"2/21/1970: Unknown perpetrators threw a firebomb at a police car in front of the Charles Street Police Station in Greenwich, New York, United States.  Another bomb was thrown to the pavement  seventy-five feet away.  The attacks caused no damages or casualties.",0.0,0
58,"2/21/1970: Two Military Recruiting Stations in the vicinity of Brooklyn College were firebombed by unknown perpetrators in New York, United States.  There were no casualties but the recruiting stations sustained minor damages before the fire was extinguished.",0.0,0
59,"2/21/1970: The Weathermen claimed credit for bombing the residence of State Supreme Court Justice John Murtagh New York, United States.  The attack caused no casualties but the house sustained minor damages.  Judge Murtagh was presiding over a trial of thirteen Black Panther members at the time.    Anti-Vietnam war and pro-Black Panther graffiti was left at the scene of the attack.",0.0,0
60,"2/21/1970: Unknown perpetrators threw a firebomb into the residence of James C. Perrill in Denver, Colorado, United States.  There were no casualties and it is unknown if the house was damaged.  The attack occurred during heightened racial tensions due to the integration of Denver City Schools and Perrill was  a conservative school board member.",0.0,1
61,"2/22/1970: Unknown perpetrators threw kerosene flare pots at the Wari House Dormitory which housed the Black Women's Cooperative at Cornell University in Ithaca, New York, United States.  The incendiary tossed at the dormitory failed to ignite, but an incendiary thrown through the window of a car parked in front of the dormitory burst into flames and caused minor damages to the vehicle.  There were no casualties.",1.0,0
62,"2/22/1970: Karl Armstrong, a member of the New Years Gang, attempted to bomb the Wisconsin Power and Light substation in Prairie du Sac, Wisconsin, United States.  Carrying thirteen sticks of dynamite he broke into the substation, but fled the scene when a night security guard arrived unexpectedly.  The substation supplied power to the Badger Ammunition Plant.",0.0,1
63,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",0.0,0
64,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",0.0,0
65,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",0.0,0
66,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",0.0,0
67,"2/23/1970: Unknown perpetrators detonated a dynamite bomb in front of the Selective Service Headquarters in Tucson, Arizona, United States. There were no casualties, however, all of the windows of the building shattered.",0.0,0
68,"2/24/1970: Unknown perpetrators detonated a pipe bomb in front of the house of Wilfred Keyes in Denver, Colorado, United States.  There were no casualties, however, the front porch was destroyed and many windows were shattered.  Keyes was the lead plaintiff in a court case calling for the desegregation of Denver City Schools.",1.0,1
69,"2/24/1970: Unknown perpetrators threw a Molotov cocktail into the Armory at the University of Illinois, Champaign-Urbana, United States.  There were no casualties but the firebomb caused $2,000 in damages.  The offices of the R.O.T.C. were located in the Armory",0.0,0
70,"2/27/1970: Unknown perpetrators detonated a bomb in the Behavioral Sciences Building at the University of Colorado at Boulder in Colorado, United States.  There were no casualties but the building was damaged.",0.0,0
71,"3/1/1970: Unknown perpetrators bombed the office of the Air Force R.O.T.C. at the University of Colorado in Boulder, Colorado, United States.  There were no casualties but the R.O.T.C. training facility sustained an estimated $2,000 in damages.",0.0,1
72,"3/1/1970: Unknown perpetrators firebombed the headquarters of the Selective Service in Colorado Springs, Colorado, United States.  There were no casualties but the building sustained moderate damages.",0.0,0
73,"3/1/1970: In a series of two incidents that were possibly related, unknown perpetrators firebombed a University of Colorado campus police vehicle in Boulder, Colorado, United States.  There were no casualties but the car was damaged.",0.0,0
74,"3/2/1970: In a series of two incidents that were possibly related, unknown perpetrators bombed a city police car in Boulder, Colorado, United States.  There were no casualties but the car was damaged.",0.0,0
75,"3/2/1970: Unknown perpetrators threw a Molotov cocktail into the house of Frank Schaeffer, the president of the Cleveland Fraternal Order of Police, in Cleveland, Ohio, United States.  There were no casualties but the fire caused an estimated $200 in damages.  Schaeffer had recently defended the actions of Cleveland Police Officers during the 1968 racial disorders.",0.0,0
76,"3/3/1970: Unknown perpetrators bombed a foreign-made car painted red in Denver, Colorado, United States.  There were no casualties but the car was damaged.",0.0,1
77,"3/3/1970: Four left wing radicals set off a dynamite bomb at a post office in Seattle, Washington, United States.  There were no casualties but the building and a vehicle were damaged.",0.0,0
78,"3/4/1970: Unknown perpetrators placed a time bomb in a Barracks at the Oakland Army Base in California, United States.  The bomb was subsequently discovered and disarmed. The base was used as a departing point for United States troops heading to Vietnam.",0.0,0
79,"3/4/1970: Unknown perpetrators placed a bomb on a railroad car in Martinez, California, United States.  The bomb was subsequently discovered and disarmed.  The railroad car was used to transport acid.",0.0,0
80,"3/4/1970: Unknown perpetrators bombed a foreign-made car painted red in Denver, Colorado, United States.  There were no casualties but the car was damaged.",0.0,1
81,"3/5/1970: Unknown perpetrators detonated a bomb at the University District Post Office in Seattle, Washington, United States.  There were no casualties, however, the side of the building was damaged.",0.0,0
82,"3/5/1970: Unknown perpetrators bombed a foreign-made car painted red in Denver, Colorado, United States.  There were no casualties but the car was heavily damaged.",0.0,1
83,"3/5/1970: Unknown Puerto Rican Nationalists assassinated two United States Navy personal stationed in San Juan, Puerto Rico.  The incident was in response to the death of Antonia Martinez Lagaras, who was shot and killed during a confrontation between students and police in front of the R.O.T.C. building at the University of Puerto Rico, Rio Piedras a day earlier.",0.0,1
84,"3/6/1970: In a series of related unsuccessful attacks, suspected members of the Weathermen placed thirty-four sticks of dynamite at the Detroit Police Department building in Michigan, United States.  The bombs were subsequently discovered and  disarmed.",0.0,0
85,"3/6/1970: In a series of related unsuccessful attacks, suspected members of the Weathermen tossed a package containing dynamite through a window of the Detroit Police Officers Association in Michigan, United States.  The dynamite was  discovered and subsequently disarmed.",0.0,0
86,"3/9/1970: Unknown perpetrators firebombed Shiloh Baptist Church, a predominantly African American Church, in Bridgeport, Connecticut, United States.  There were no casualties but the building sustained minor damages.",1.0,0
87,"3/9/1970: Unknown perpetrators placed an incendiary bomb underneath the Air Force R.O.T.C. building at the University of New Mexico in Albuquerque, New Mexico, United States.  The bomb was discovered and disarmed fifteen minutes before it was set to explode.",0.0,0
88,"3/9/1970: A bomb exploded in the car of Ralph Featherstone and William Payne, members of the Student non-violent Coordinating Committee and supporters of H. Rap Brown, while they were driving in Bel Air, Maryland, United States.  Both men died as a result of the blast.  Police suspected that the bomb exploded prematurely and was intended for H. Rap Brown's trial scheduled to be held  at the Harford County Courthouse   Many members of the radical Black community believed that the bomb was set off by White Racists or the police.  The next day, a bomb was detonated at Dorchester County Courthouse, the original location of Brown's trial, by an unknown perpetrator.",1.0,1
89,"3/10/1970: An unidentified White middle-aged female was suspected of bombing the Dorchester County Courthouse in Cambridge, Maryland, United States where the trial for radical Black leader H. Rap Brown was originally scheduled to be held.  There were no casualties but the building sustained extensive damages.",1.0,1
90,"3/10/1970: Unknown perpetrators threw a Molotov cocktail into the office of Dr. Samuel Ichiye Hayakawa, the president of San Francisco State College, in San Francisco, California, United States.  The bomb failed to ignite.  The next day their were violent protests on campus against military recruiters on the SFSC campus.  Previously, S. I. Hayakawa took a hard line against student demonstrators.",0.0,0
91,"3/11/1970: Unknown perpetrators firebombed the Army and Air Force Recruiting Station at the University of Illinois, Champaign-Urbana, United States.  There were no casualties but the Recruiting Station was destroyed.",0.0,0
92,"3/12/1970:  In a series of two incidents that were possibly related, a bomb exploded underneath an empty police car parked in front of detective headquarters in Chicago, Illinois, United States.  There were no casualties but the car sustained minor damages.",0.0,0
93,"3/12/1970:  In a series of two incidents that were possibly related, a cherry bomb was thrown at an empty police car in Chicago, Illinois, United States, after two officers left the vehicle responding to a call for help.  There were no casualties but the car was damaged.",0.0,0
94,"3/12/1970: In a series of related attacks, the Revolutionary Force 9 claimed credit for the bombing of the Mobil Oil Company Building in Manhattan, New York, United States.  There were no casualties but the building sustained heavy structural damage.  The Revolutionary Force 9 claimed that the Mobil Oil Company was an ""enem(y) of human life"" because it profited off of the Vietnam War.",0.0,0
95,"3/13/1970: In a series of two incidents that were possibly related, unknown perpetrators set off a firebomb at the R.O.T.C. Building at Lawrence University in Appleton, Wisconsin, United States.  There were no casualties but the building sustained damage to its walls",0.0,0
96,"3/13/1970: In a series of two incidents that were possibly related, unknown perpetrators threw two incendiary devices into Appleton West High School in Wisconsin, United States.  The firebombs caused a fire but there were no casualties.",0.0,0
97,"3/14/1970: Unknown perpetrators placed an explosive device outside of the U. S. Army Reserve Building in Fort Hamilton, New York, United States.  The device was discovered and disarmed.",0.0,0
98,"3/14/1970: Two crewmen on the SS Columbia Eagle, Clyde William McKay Jr. and Leonard Glatkowski, hijacked the ship which debarked from Long Beach, California, United States towards Thailand.  The ship was transporting munitions that were to be used by the US military in the Vietnam War.  Twenty four crewmen were released from the ship immediately after the hijacking while thirteen were held on board as the ship was diverted to Cambodia.  The next day the SS Columbia reached Cambodia and the two perpetrators attempted attain asylum.  After many negotiations, the ship and crew were allowed to return to the United States on April 8th and McKay and Glatkowski remained in Cambodia.",0.0,1
99,"3/15/1970: Unknown perpetrators detonated a bomb at a Kresge's Department Store in suburban San Juan, Puerto Rico.  There were no casualties and only minor damages were inflicted.  Kresge was an American owned company.",0.0,0
100,"3/15/1970: Unknown perpetrators detonated a bomb in the backseat of a parked police car in Billings, Montana, United States.  There were no casualties, however, the car was demolished.",0.0,0
101,"3/16/1970: Unknown perpetrators threw four firebombs at the house of Councilman Norris Gregory in San Bernardino, California, United States.  He received minor burns attempting to put out the fire and the house sustained an estimated $4,000 in damages.  Gregory was the first and only Black councilman in San Bernadino at the time.",1.0,0
102,"3/17/1970: Suspected members of the Chicano Liberation Front detonated two bombs in administration offices at Roosevelt High School in Los Angeles, California, United States.  There were no casualties and the bombs caused little damage.",0.0,0
103,"3/18/1970: Unknown perpetrators detonated a bomb at a booster station of the Cincinnati Gas & Electric Company in Lockland, Ohio, United States.  There were no casualties but the transformer sustained extensive damage.",0.0,0
104,"3/20/1970: Unknown perpetrators placed two firebombs at the United States Army Reserve Training Center in Portland, Oregon, United States.  One bomb ignited but burnt out before causing any damage and the other bomb was found and dismantled.",0.0,0
105,"3/20/1970: Unknown perpetrators shot and killed Burton I. Gordin, the director of the Michigan Civil Rights Commission, in a downtown garage in Detroit, Michigan, United States.  Police suspected that this incident might have been politically motivated as no money was stolen from Gordin's wallet.",1.0,1
106,"3/21/1970: In a series of related incidents, a letter bomb protesting the draft was sent to President Richard Nixon in Washington D.C., United States.  The bomb was intercepted and dismantled.",0.0,0
107,"3/21/1970: In a series of related attacks, a group called Puerto Rican Resistance claimed credit for an incendiary device that ignited at Bloomingdale's Department Store in Manhattan, New York, United States.  There were no casualties but the firebomb caused minor damage.",0.0,0
108,"3/21/1970: In a series of related attacks, a group called Puerto Rican Resistance claimed credit for two incendiary devices that ignited at Alexander's Department Store in Manhattan, New York, United States.  One person was injured but the firebomb caused minor damage.",0.0,0
109,"3/22/1970: In a series of related attacks, a member of the Black Panther Party detonated a pipe bomb at the brokerage firm Nagler, Weissman & Co. in the Bronx, New York, United States.  There were no casualties but the door and windows of the building were damaged.",0.0,0
110,"3/22/1970: In a series of related attacks, a member of the Black Panther Party placed a pipe bomb on the window ledge of Chase-Manhattan Bank in the Bronx, New York, United States.  Police discovered and disarmed the time bomb.",0.0,0
111,"3/22/1970: In a series of related attacks, a suspected member of the Black Panther Party detonated a pipe bomb at the Electric Circus Discotheque in Manhattan New York, United States.  Seventeen people were injured and the building sustained minor damages.",0.0,0
112,"3/23/1970: Unknown perpetrators detonated a bomb that destroyed the local headquarters of the United Brotherhood of Carpenters and Joiners union in Orlando, Florida, United States.  There were no causalities.",0.0,0
113,"3/24/1970: Unknown perpetrators tossed a bomb through the window of Joe's Restaurant in Manhattan, New York, United States after it closed.  There were no casualties, however, windows and furniture were damaged.",0.0,0
114,"3/24/1970: Unknown perpetrators detonated a pipe bomb at Auguste Rodin's Thinker statue that was located in front of the Cleveland Museum of Art in Ohio, United States.  There were no casualties, however, the statue was irrevocably damaged.",0.0,0
115,"3/24/1970: Unknown perpetrators detonated a bomb outside of the home of a police officer in Richmond, California, United States.  There were no casualties, but the house sustained minor damages.",0.0,0
116,"3/27/1970: Unknown perpetrators detonated a bomb at the Trovatore Tavern in San Francisco, California, United States.  The Tavern was across the street from the Hall of Justice and frequented by police officers.  There were no casualties, however, the building sustained $5,000 in damages.",0.0,0
117,"3/30/1970: Unknown perpetrators set fire to the Old State Bank of Biggsville building which housed the Selective Service Offices in Biggsville, Illinois, United States.  There were no casualties but the building and draft records were destroyed causing an estimated $10,500 in damages.",0.0,0
118,"3/30/1971: A United States soldier threw a firebomb at the military courthouse in Fort Benning, Georgia, United States where the trial of Lt. William Calley was taking place.  Lt. William Calley was on trial for his involvement in the My Lai Massacre.  It is unknown if the attack was successful.",0.0,1
119,"3/31/1970: In a series of related incidents, a letter bomb protesting the draft was sent to Curtis W. Tarr, the head of the Selective Services in Washington D.C., United States.  The bomb was intercepted and dismantled.",0.0,1
120,"3/31/1970: Unknown perpetrators bombed two jeeps owned by the University of Washington parked at the Seattle campus in Washington, United States.  There were no casualties, but the vehicles sustained major damages.",0.0,1
121,"4/1/1970: Unknown perpetrators bombed the administration building at Michigan State University in East Lansing, Michigan, United States.  There were no casualties but the building sustained $500 in damages.",0.0,0
122,"4/1/1970: Unknown perpetrators started a fire at the building that houses the Africana Studies and Research Center at Cornell University in Ithaca, New York, United States.  There were no casualties but the building sustained an estimated $100,000 in damages.",0.0,0
123,"4/1/1970: Unknown perpetrators set a kerosene fire to the Naval R.O.T.C. building at Rice University in Houston, Texas, United States.  There were no casualties but a hole was burned through one side of the building.",0.0,0
124,"4/2/1970: Unknowns perpetrator placed a pipe bomb in a vestibule of Chase Manhattan Bank in the Bronx, New York, United States.  The bomb was discovered and subsequently dismantled by the police.",0.0,0
125,"4/4/1970: In a series of related attacks that failed, unknown perpetrators placed a pipe bomb at the Banco de Ponce in Manhattan, New York, United States.  The bomb was discovered and subsequently disarmed.",0.0,1
126,"4/4/1970: In a series of related attacks that failed, unknown perpetrators placed a pipe bomb at a busy intersection in the Bronx, New York, United States.  The bomb was discovered and subsequently disarmed.",0.0,0
127,"4/4/1970: Unknown perpetrators set a fire at Rogers Field Stadium at Washington State University in Pullman, Washington, United States.  There were no casualties, but the stadium sustained $700,000 in damages.",0.0,0
128,"4/5/1970: In a series of two incidents that were possibly related, unknown perpetrators bombed a power line pole supplying electrical power to a pumping station in Trona, California, United States.  There were no casualties but the power line pole was destroyed.  At the time, the American Potash Plant of Trona was the scene of a major workers strike.",0.0,0
129,"4/5/1970: In a series of two incidents that were possibly related, unknown perpetrators set fire to barracks owned by the American Potash and Chemical Company in Trona, California, United States.  There were no casualties but the barracks were damaged.  At the time, the American Potash Plant of Trona was the scene of a major workers strike.",0.0,0
130,"4/5/1970: Unknown perpetrators placed a bomb at the Young Women's Christian Association in Manhattan, New York, United States.  The bomb was discovered and subsequently disarmed.",0.0,1
131,"4/5/1970: Unknown perpetrators set fire to the office of the dean of students at Rice University in Houston, Texas, United States.  There were no casualties but the office sustained an estimated $50,000 in damages.  Student records were also destroyed.",0.0,0
132,"4/8/1970: Unknown perpetrators bombed the building of Anchor Savings & Loan in Lawrence, Kansas, United States.  There were no casualties but two windows were shattered.",0.0,0
133,"4/8/1970: Unknown perpetrators bombed the car of a person working at a strike bound company in Baxter, Kansas, United States.  There were no casualties but the car was damaged.",,0
134,"4/8/1970: Suspected members of the Chicano Liberation Front set fire to the administration building at Roosevelt High School in Los Angeles, California, United States.  There were no casualties but the building sustained over $100,000 in damages.",,0
135,"4/9/1970: Unknown assailants bombed a shovel crane belonging to the Waggoner Equipment Rental & Excavating Company in East St. Louis, Illinois, United States.  There were no casualties but the crane sustained an estimated $30,000 in damages.  The perpetrators were protesting outside companies that worked on construction projects in East St. Louis.",,1
136,"4/11/1970: Unknown perpetrators bombed the barracks at the Imperial Beach Naval Air Station in San Diego, California, United States.  There were no casualties but the barracks building was damaged.",,0
